trial_number,value,state,best_iter,duration_minutes,num_leaves,learning_rate,min_data_in_leaf,feature_fraction,bagging_fraction,num_boost_round,early_stopping_rounds
78,940320000.0,COMPLETE,,,156,0.018858755767073146,173,0.72795337371189,1.0,10000,50
79,941280000.0,COMPLETE,,,146,0.03456603470770167,180,0.7222151284302138,1.0,10000,50
80,940640000.0,COMPLETE,,,160,0.03498823471208923,206,0.739547627611754,1.0,10000,50
81,938720000.0,COMPLETE,,,152,0.018440560642893553,8,0.7166995738154713,1.0,10000,50
82,937280000.0,COMPLETE,,,164,0.03472325154169627,20,0.8134491008695709,1.0,10000,50
83,936800000.0,COMPLETE,,,452,0.019629909809377184,108,0.8155720774297315,1.0,10000,50
84,940480000.0,COMPLETE,,,151,0.018873117299310634,87,0.7976109872223103,1.0,10000,50
85,936800000.0,COMPLETE,,,419,0.03551599389455543,131,0.8194561089114566,1.0,10000,50
86,936000000.0,COMPLETE,,,455,0.017371977135303855,4,0.7794216385001349,1.0,10000,50
87,941440000.0,COMPLETE,,,158,0.05493221373392705,285,0.781868359434625,1.0,10000,50
88,938880000.0,COMPLETE,,,403,0.017917707688728066,300,0.7637572898772687,1.0,10000,50
89,938400000.0,COMPLETE,,,612,0.020307093654207527,282,0.765643479249632,1.0,10000,50
90,939680000.0,COMPLETE,,,436,0.01646007578273928,327,0.5323889706131991,1.0,10000,50
91,938400000.0,COMPLETE,,,440,0.027352139823196713,327,0.8027729403827165,1.0,10000,50
92,941760000.0,COMPLETE,,,463,0.055639901265561426,987,0.8432406495429033,1.0,10000,50
93,940000000.0,COMPLETE,,,423,0.05702743330538096,992,0.7814523301287134,1.0,10000,50
94,940160000.0,COMPLETE,,,132,0.05411485138143665,313,0.8856518660192157,1.0,10000,50
95,938400000.0,COMPLETE,,,663,0.05614648599378508,989,0.8762218085174036,1.0,10000,50
96,939200000.0,COMPLETE,,,672,0.04695754003458316,313,0.9373714673818783,1.0,10000,50
97,938880000.0,COMPLETE,,,657,0.061799197703574046,304,0.8825141240302199,1.0,10000,50
98,938080000.0,COMPLETE,,,689,0.056913303758377276,968,0.9566567090206914,1.0,10000,50
99,939520000.0,COMPLETE,,,114,0.04847579101171985,978,0.5255253160710358,1.0,10000,50
100,939040000.0,COMPLETE,,,219,0.04758268895645286,389,0.8468737264942101,1.0,10000,50
101,939680000.0,COMPLETE,,,213,0.026989305857431572,343,0.7639094051166037,1.0,10000,50
102,939520000.0,COMPLETE,,,585,0.04781990181642055,347,0.920392295718877,1.0,10000,50
103,939840000.0,COMPLETE,,,221,0.05019501120166421,325,0.6880176120601292,1.0,10000,50
104,937760000.0,COMPLETE,,,206,0.06684913569303752,636,0.853319078069159,1.0,10000,50
105,939680000.0,COMPLETE,,,267,0.0323882588641519,650,0.8465952956812327,1.0,10000,50
106,938880000.0,COMPLETE,,,215,0.06691568523592459,630,0.8369780626463291,1.0,10000,50
107,939840000.0,COMPLETE,,,180,0.0682440616134131,630,0.7639034611467618,1.0,10000,50
108,939040000.0,COMPLETE,,,595,0.06580571101121366,658,0.697100184307546,1.0,10000,50
109,938880000.0,COMPLETE,,,270,0.032326914238075946,606,0.6940809663543784,1.0,10000,50
110,940000000.0,COMPLETE,,,860,0.03193267787023649,632,0.5288417637713916,1.0,10000,50
111,940160000.0,COMPLETE,,,513,0.009174057355139,606,0.6043648277334923,1.0,10000,50
112,939200000.0,COMPLETE,,,263,0.01602068062439083,882,0.6016306934078115,1.0,10000,50
113,937760000.0,COMPLETE,,,874,0.032753210900570484,1460,0.6060554922614326,1.0,10000,50
114,937920000.0,COMPLETE,,,263,0.015116856780655281,1438,0.6038845440932089,1.0,10000,50
115,939360000.0,COMPLETE,,,869,0.031611812484890624,885,0.604608926979012,1.0,10000,50
116,938240000.0,COMPLETE,,,861,0.021724083486845253,882,0.6084135751356703,1.0,10000,50
117,939360000.0,COMPLETE,,,128,0.032676978364711146,894,0.5195645998732081,1.0,10000,50
118,940000000.0,COMPLETE,,,325,0.021668852077719992,201,0.6064229394671811,1.0,10000,50
119,938720000.0,COMPLETE,,,486,0.008809197373312705,862,0.6021970145696688,1.0,10000,50
120,931680000.0,COMPLETE,,,944,0.009175279904675444,2659,0.644378980006059,1.0,10000,50
121,939840000.0,COMPLETE,,,310,0.021770918995491603,1082,0.44498119481926723,1.0,10000,50
122,940160000.0,COMPLETE,,,321,0.02144825235164527,1077,0.4562350406862941,1.0,10000,50
123,940480000.0,COMPLETE,,,188,0.02204756550473051,1087,0.6652135985206651,1.0,10000,50
124,941120000.0,COMPLETE,,,974,0.021805881708666833,452,0.6371317498884346,1.0,10000,50
125,938880000.0,COMPLETE,,,516,0.026999348779940032,1106,0.6409882121367759,1.0,10000,50
126,941440000.0,COMPLETE,,,499,0.010165314340111788,455,0.6480413280376117,1.0,10000,50
127,931520000.0,COMPLETE,,,515,0.009619854097142111,2243,0.6348869379509745,1.0,10000,50
128,940160000.0,COMPLETE,,,181,0.027471891916802618,446,0.7144633590050609,1.0,10000,50
129,940480000.0,COMPLETE,,,495,0.02749190603531452,458,0.6371306642390766,1.0,10000,50
130,938880000.0,COMPLETE,,,172,0.02833318515638914,477,0.6745064890086416,1.0,10000,50
131,940160000.0,COMPLETE,,,179,0.028852115240512923,476,0.6641640123263804,1.0,10000,50
132,939840000.0,COMPLETE,,,239,0.027612627261037533,471,0.6225915273729611,1.0,10000,50
133,940320000.0,COMPLETE,,,178,0.027739014598583325,523,0.6253148129412941,1.0,10000,50
134,938880000.0,COMPLETE,,,238,0.028301801851446123,413,0.6273764185463598,1.0,10000,50
135,939840000.0,COMPLETE,,,242,0.05274823632523147,538,0.6260586883937255,1.0,10000,50
136,938400000.0,COMPLETE,,,234,0.053726398178415284,478,0.7035431932307888,1.0,10000,50
137,940960000.0,COMPLETE,,,989,0.05251184270598397,462,0.7181814725482317,1.0,10000,50
138,940160000.0,COMPLETE,,,963,0.02480513840425549,427,0.5487717341685219,1.0,10000,50
139,937920000.0,COMPLETE,,,936,0.059839417250781284,167,0.5642410853726818,1.0,10000,50
140,940480000.0,COMPLETE,,,985,0.012436976091352886,533,0.5632054677322286,1.0,10000,50
141,937920000.0,COMPLETE,,,1000,0.0526033736978716,172,0.5597082707098524,1.0,10000,50
142,939200000.0,COMPLETE,,,980,0.0236638864012387,199,0.5731488027666776,1.0,10000,50
143,940320000.0,COMPLETE,,,946,0.023730679767299215,175,0.5694958300127947,1.0,10000,50
144,938560000.0,COMPLETE,,,975,0.059275474528000006,179,0.6787762499743646,1.0,10000,50
145,937920000.0,COMPLETE,,,999,0.012974765173137738,129,0.5610923297066521,1.0,10000,50
146,937760000.0,COMPLETE,,,938,0.05980211187782607,196,0.5664304937876395,1.0,10000,50
147,941600000.0,COMPLETE,,,101,0.05874901378524148,218,0.5821343686336407,1.0,10000,50
148,934560000.0,COMPLETE,,,991,0.01181919319205083,108,0.7272785498038289,1.0,10000,50
149,936480000.0,COMPLETE,,,971,0.012408780778827195,99,0.7223573443983761,1.0,10000,50
